('Thigpen ', 'Bay Springs', '31.95376472', '-89.23450472')
('Cloquet-Carlton County', 'Cloquet', '46.70016833', '-92.50552861')
('City of Colorado Springs Muni', 'Colorado Springs', '38.80580556', '-104.70025')
('Cotulla-Lasalle County', 'Cotulla', '28.45825583', '-99.22016389')
('Columbia Regional', 'Columbia', '38.81809306', '-92.21962917')
('Columbus County Municipal', 'Whiteville', '34.27287278', '-78.71499278')
('Chesapeake Municipal', 'Norfolk', '36.66561833', '-76.32066389')
('Compton/Woodley', 'Compton', '33.89001611', '-118.2436831')
('Natrona County Intl', 'Casper', '42.90835556', '-106.4644661')
('St. Louis Downtown', 'Cahokia/St. Louis', '38.57072444', '-90.15622111')
('Benjamin Rivera Noriega', 'Isla De Culebra', '18.31328917', '-65.30432444')
('Lakefield', 'Celina', '40.48408333', '-84.56011111')
('Chandler Municipal', 'Chandler', '35.72381556', '-96.82027306')
('Chatham Municipal', 'Chatham', '41.68840028', '-69.98952417')
('Circle City', 'Circle', '65.83049389', '-144.0758128')
('Grand Strand', 'North Myrtle Beach', '33.81175', '-78.72394444')
('Craig Municipal', 'Jacksonville', '30.33633333', '-81.51444444')
('Corcoran', 'Corcoran', '36.10245111', '-119.5948469')
('Corpus Christi International', 'Corpus Christi', '27.77036083', '-97.50121528')
('McClellan-Palomar', 'Carlsbad', '33.12822222', '-117.2802222')
('C Davis Campbell -Corsicana Muni', 'Corsicana', '32.02748861', '-96.39803611')
('Crossett Municipal', 'Crossett', '33.17833278', '-91.88018806')
('Yeager', 'Charleston', '38.37315083', '-81.59318972')
('Roscoe Turner ', 'Corinth', '34.91496778', '-88.60348361')
('Cambridge Municipal', 'Cambridge', '40.30658333', '-100.1620833')
('Columbus Metropolitan', 'Columbus', '32.51633333', '-84.93886111')
('Clinton-Sherman', 'Clinton', '35.33983917', '-99.20049944')
('Creston Municipal', 'Creston', '41.02146139', '-94.36331917')
('Crossville Memorial', 'Crossville', '35.95129194', '-85.08497806')
('Cut Bank Muni', 'Cut Bank', '48.60835444', '-112.3761464')
('West Georgia Regional', 'Carrollton', '33.63102778', '-85.15202778')
('Ingersoll', 'Canton', '40.56909444', '-90.07484')
('Cross City ', 'Cross City', '29.63552778', '-83.10475')
('Sampson County', 'Clinton', '34.97561194', '-78.36461528')
('Columbia Owens Downtown', 'Columbia', '33.97047222', '-80.99525')
('Cushing Municipal', 'Cushing', '35.949925', '-96.77305278')
('Carmi Municipal', 'Carmi', '38.08947917', '-88.12306111')
('Custer County', 'Custer', '43.73331611', '-103.6176947')
('Cincinnati Northern Kentucky Intl', 'Covington', '39.04614278', '-84.6621725')
('Sharp County Regional', 'Ash Flat', '36.26487139', '-91.56264111')
('Clovis Municipal', 'Clovis', '34.42513889', '-103.0792778')
('Corvallis Muni', 'Corvallis', '44.49719361', '-123.2898297')
('Charlevoix Municipal', 'Charlevoix', '45.30477778', '-85.27477778')
('Central Wisconsin', 'Mosinee', '44.77761917', '-89.66677944')
('Chennault International ', 'Lake Charles', '30.21059167', '-93.14318944')
('Clinton Municipal', 'Clinton', '41.8311125', '-90.32913056')
('Claxton-Evans County', 'Claxton', '32.19505556', '-81.86955556')
('Chitina', 'Chitina', '61.58285917', '-144.4270969')
('Chase City Municipal', 'Chase City', '36.78833556', '-78.50155361')
('Coldfoot', 'Coldfoot', '67.25163417', '-150.2065672')
('Calexico International', 'Calexico', '32.66950333', '-115.5133281')
('Montgomery County', 'Conroe', '30.35183333', '-95.4144675')
('Carson', 'Carson City', '39.19222972', '-119.7343611')
('Camilla-Mitchell County', 'Camilla', '31.21291667', '-84.23680556')
('Capital City', 'Harrisburg', '40.21713889', '-76.85147222')
('Pickaway County Memorial', 'Circleville', '39.51600611', '-82.98215361')
('Cheyenne', 'Cheyenne', '41.1557225', '-104.8118381')
('Clay Center Municipal', 'Clay Center', '39.38713889', '-97.15721417')
('Cozad Municipal', 'Cozad', '40.86911111', '-100.0042222')
('Tri-Cities ', 'Endicott', '42.07853583', '-76.09633306')
('Tom B David ', 'Calhoun', '34.45678278', '-84.93949944')
('Chisana', 'Chisana', '62.07118972', '-142.0483742')
('Dimmit County', 'Carrizo Springs', '28.52225111', '-99.82363444')
('Bowman Municipal', 'Bowman', '46.18699111', '-103.4280806')
('Garrison Municipal', 'Garrison', '47.65594444', '-101.4372222')
('Faith Municipal', 'Faith', '45.03609417', '-102.0198803')
('Bottineau Municipal', 'Bottineau', '48.83039167', '-100.4171361')
('Quentin Aanenson ', 'Luverne', '43.62080278', '-96.21864028')
('Angola ', 'Angola', '42.66010111', '-78.99115556')
('Manitowish Waters', 'Manitowish Waters', '46.12197222', '-89.88233333')
('Canandaiga', 'Canandaiga', '42.90718611', '-77.32162639')
('Springfield Municipal', 'Springfield', '44.23107', '-94.99893444')
('Crosby Municipal', 'Crosby', '48.92851556', '-103.2972514')
('Robertson ', 'Langdon', '48.75301778', '-98.39333694')
('Glen Ullin Municipal', 'Glen Ullin', '46.81278306', '-101.8601556')
('Tioga Municipal', 'Tioga', '48.3805325', '-102.8979853')
('Monroe-Walton County', 'Monroe', '33.78149889', '-83.69355389')
('Lancaster', 'Lancaster', '42.92228111', '-78.61224889')
('Harbor Springs', 'Harbor Springs', '45.42556528', '-84.91338389')
('Dupont-Lapeer', 'Lapeer', '43.06703333', '-83.27244444')
('Romeo', 'Romeo', '42.79699083', '-82.97526583')
('Daytona Beach International', 'Daytona Beach', '29.17991667', '-81.05805556')
('Barstow-Daggett', 'Daggett', '34.85371333', '-116.7866875')
('Dallas Love ', 'Dallas', '32.84711389', '-96.85177222')
('Danville Regional', 'Danville', '36.57286111', '-79.33611111')
('Skyhaven', 'Rochester', '43.28406194', '-70.92925472')
('James M Cox Dayton Intl', 'Dayton', '39.90237583', '-84.219375')
('"W. H. \\Bud\\"" Barron """', 'Dublin', '32.56445806', '-82.98525556')
('Dubuque Municipal', 'Dubuque', '42.40295944', '-90.70916722')
('Ronald Reagan Washington National', 'Arlington', '38.85208333', '-77.03772222')
('Dahl Creek', 'Dahl Creek', '66.94333806', '-156.9046739')
('Pryor  Regional', 'Decatur', '34.65264667', '-86.94536778')
('Daviess County', 'Washington', '38.70042333', '-87.12973222')
('Dodge City Regional', 'Dodge City', '37.76312194', '-99.96542389')
('William H. Morse State', 'Bennington', '42.8913325', '-73.2464075')
('Decatur', 'Decatur', '39.8345625', '-88.86568917')
('Deland Municipal-Taylor ', 'Deland', '29.06698056', '-81.28394167')
('Deering', 'Deering', '66.06820583', '-162.7666028')
('Decorah Municipal', 'Decorah', '43.27550139', '-91.73937389')
('Denver Intl', 'Denver', '39.85840806', '-104.6670019')
('J Lynn Helms Sevier County', 'De Queen', '34.04699556', '-94.39936556')
('Detroit City', 'Detroit', '42.40919444', '-83.00986111')
('Deer Park', 'Deer Park', '47.96663889', '-117.4266667')
('Defiance Memorial', 'Defiance', '41.3375', '-84.42880556')
('Dallas-Fort Worth International', 'Dallas-Fort Worth', '32.89595056', '-97.0372')
('Converse County', 'Douglas', '42.79725', '-105.3857361')
('Dothan ', 'Dothan', '31.32133917', '-85.44962889')
('Dalhart Municipal', 'Dalhart', '36.022585', '-102.5472775')
('Dickinson Municipal', 'Dickinson', '46.79738889', '-102.8019528')
('Dekalb-Taylor Municipal', 'Dekalb', '41.93188111', '-88.70829861')
('Dunkirk Municipal', 'Dunkirk', '42.49333528', '-79.27204167')
('Knoxville Downtown Island', 'Knoxville', '35.96383361', '-83.87365389')
('Dillingham', 'Dillingham', '59.0454125', '-158.5033389')
('Duluth International', 'Duluth', '46.84209028', '-92.19364861')
('Baraboo - Wisconsin Dells', 'Baraboo', '43.52195389', '-89.77090222')
('Dillon', 'Dillon', '45.25536056', '-112.5525067')
('Delano Municipal', 'Delano', '35.74558056', '-119.2365039')
('Columbia Gorge Regional', 'The Dalles', '45.61854556', '-121.1673439')
('Delaware Municipal', 'Delaware', '40.27970139', '-83.11480167')
('Diomede Heliport', 'Diomede', '65.75861111', '-168.9530556')
('Deming Municipal', 'Deming', '32.26230917', '-107.7206397')
('Sedalia Memorial', 'Sedalia', '38.70688889', '-93.17611111')
('Carroll County', 'Westminster', '39.60827778', '-77.00766667')
('Daniel ', 'Augusta', '33.46663667', '-82.03933917')
('Dalton Municipal', 'Dalton', '34.72174833', '-84.86910806')
('Denison Municipal', 'Denison', '41.9864325', '-95.38072083')
('Vermilion County', 'Danville', '40.19946861', '-87.59553528')
('Dover Air Force Base', 'Dover', '39.1301125', '-75.46631028')
('Du Page', 'Chicago/West Chicago', '41.90688333', '-88.24841722')
('P B Raiford', 'Kenansville', '35.00006444', '-77.981695')
('Douglas Municipal', 'Douglas', '31.47780833', '-82.85961556')
('Beauregard Parish', 'De Ridder', '30.83152778', '-93.33963889')
('Durango-La Plata County', 'Durango', '37.15151667', '-107.7537692')
('Del Rio International', 'Del Rio', '29.37181222', '-100.9232339')
('Des Moines International', 'Des Moines', '41.53493306', '-93.66068222')
('Dansville Muni', 'Dansville', '42.57089972', '-77.71305083')
('Delta Municipal', 'Delta', '39.38328861', '-112.5096683')
('Detroit Lakes -Wething ', 'Detroit Lakes', '46.82520861', '-95.8856875')
('Shreveport Downtown', 'Shreveport', '32.54021889', '-93.7450225')
('Denton Municipal', 'Denton', '33.20072167', '-97.19797722')
('Destin-Ft. Walton Beach', 'Destin', '30.40006111', '-86.47147722')
('Detroit Metropolitan-Wayne County', 'Detroit', '42.21205889', '-83.34883583')
('Eaker ', 'Durant', '33.942265', '-96.39451806')
('Halliburton ', 'Duncan', '34.470875', '-97.95986111')
('Bisbee Douglas International', 'Douglas Bisbee', '31.46902778', '-109.6036667')
('Du Bois-Jefferson Cty', 'Du Bois', '41.17826611', '-78.89869778')
('Unalaska', 'Unalaska', '53.90013889', '-166.5435')
('Moore County', 'Dumas', '35.85792833', '-102.0130978')
('Kongiganak', 'Kongiganak', '59.95950583', '-162.8817231')
('Stuart Powell ', 'Danville', '37.57791667', '-84.76969444')
('Devils Lake Municipal-Knoke ', 'Devils Lake', '48.11424528', '-98.90877833')
('Davenport Municipal', 'Davenport', '41.6102775', '-90.58832528')
('Gnoss ', 'Novato', '38.14351944', '-122.5572167')
('Phoenix-Deer Valley', 'Phoenix', '33.68831667', '-112.0825614')
('David Wayne Hooks Memorial', 'Houston', '30.06186111', '-95.55277778')
('Ashland-Boyd County', 'Ashland', '38.5545', '-82.738')
('Dexter Municipal', 'Dexter', '36.77747', '-89.94117333')
('Danbury Municipal', 'Danbury', '41.37153528', '-73.48219056')
('Madison-Lac Qui Parle County ', 'Madison', '44.98624', '-96.17773611')
('Summerville', 'Summerville', '33.06344444', '-80.27933333')
('Doylestown', 'Doylestown', '40.33305028', '-75.12233833')
('Dyersburg Municipal', 'Dyersburg', '35.99850694', '-89.40608333')
('Sky Harbor', 'Duluth', '46.72186083', '-92.04343889')
('Monahans-Roy Hurd Memorial', 'Monahans', '31.58246583', '-102.9090428')
('Eunice', 'Eunice', '32.45679139', '-103.2404708')
('Hatch Muni', 'Hatch', '32.66106083', '-107.1979339')
('Lea County-Zip Franklin Memorial', 'Lovington', '32.95394444', '-103.4087778')
('Lea County/Tatum ', 'Tatum', '33.26122278', '-103.2768939')
('Andrews County', 'Andrews', '32.33111111', '-102.5295278')
('Graham Municipal', 'Graham', '33.11022222', '-98.55527861')
('Gruver Municipal', 'Gruver', '36.23372611', '-101.4321894')
('Whiteriver', 'Whiteriver', '33.81255056', '-109.9867658')
('Wickenburg Municipal', 'Wickenburg', '33.96891833', '-112.7985128')
('Lea County', 'Jal', '32.13107833', '-103.1548506')
('Fabens', 'Fabens', '31.51567306', '-106.1471978')
('Alpine-Casparis Municipal', 'Alpine', '30.38422222', '-103.6835833')
('Spearman Municipal', 'Spearman', '36.221', '-101.1945')
('Bagdad', 'Bagdad', '34.59585278', '-113.170195')
('Oldham County', 'Vega', '35.23199833', '-102.3990931')
('Eloy Municipal', 'Eloy', '32.80700583', '-111.58679')
('Gila Bend Municipal', 'Gila Bend', '32.95810083', '-112.6782181')
('Alexander Municipal', 'Belen', '34.64519778', '-106.8336958')
('Conchas State Park', 'Conchas Dam', '35.36671583', '-104.1880314')
('Chinle Municipal', 'Chinle', '36.11088056', '-109.5754222')
('Glenwood-Catron County', 'Glenwood', '33.35283972', '-108.8672858')
('Benson Municipal', 'Benson', '31.99972222', '-110.3572222')
('Eagle', 'Eagle', '64.77639306', '-141.1509206')
('Phifer Airfield', 'Wheatland', '42.05552528', '-104.9327492')
('Kearney Municipal', 'Kearney', '40.72702778', '-99.00677778')
('Pangborn Memorial', 'Wenatchee', '47.39886111', '-120.2068333')
('Chippewa Valley Regional', 'Eau Claire', '44.86525722', '-91.48507194')
('Webster City Municipal', 'Webster City', '42.43663889', '-93.86886111')
('Elizabeth City CG Air Station/Municipal', 'Elizabeth City', '36.26057417', '-76.17459778')
('Mondell ', 'Newcastle', '43.88545056', '-104.3179178')
('Edenton Municipal', 'Edenton', '36.027735', '-76.56709333')
('Enterprise Municipal', 'Enterprise', '31.29972222', '-85.89986111')
('Needles', 'Needles', '34.76619444', '-114.6232931')
('Eek', 'Eek', '60.21590417', '-162.0056092')
('Dillant-Hopkins', 'Keene', '42.89839944', '-72.27078111')
('Meeker', 'Meeker', '40.04886222', '-107.8859067')
('Shelby County', 'Alabaster', '33.17781083', '-86.78323722')
('Belle Fourche Municipal', 'Belle Fourche', '44.7342075', '-103.8619925')
('Ellington ', 'Houston', '29.60733333', '-95.15875')
('Newport State', 'Newport', '44.88879722', '-72.22915833')
('Monroe Municipal', 'Monroe', '42.61493972', '-89.59075583')
('Jefferson Municipal', 'Jefferson', '42.01016667', '-94.34258333')
('Eagle County Regional', 'Eagle', '39.64256778', '-106.9176953')
('Emmetsburg Municipal', 'Emmetsburg', '43.10202056', '-94.704675')
('Wellington Municipal', 'Wellington', '37.32441028', '-97.38732333')
('Eagle River Union', 'Eagle River', '45.93179639', '-89.26906778')
('Elkhart-Morton County', 'Elkhart', '37.00188194', '-101.8821258')
('Shelby Municipal', 'Shelby', '35.25555556', '-81.60099722')
('Henderson City-County', 'Henderson', '37.8078425', '-87.68569')
('Egegik', 'Egegik', '58.18837472', '-157.3809872')
('County Memorial', 'New Madrid', '36.53531083', '-89.59971722')
('Murray ', 'Eureka', '40.80338889', '-124.1127917')
('Elkhart Municipal', 'Elkhart', '41.71935833', '-86.00168361')
('Elkins-Randolph Co-Jennings Randolph', 'Elkins', '38.88944444', '-79.85713889')
('Elko Regional', 'Elko', '40.82492611', '-115.7916964')
('Wayne County', 'Monticello', '36.85527778', '-84.85613889')
('Elizabethtown', 'Elizabethtown', '37.68694444', '-85.92377778')
('Bessemer Municipal', 'Bessemer', '33.31288444', '-86.92591889')
('Eagle Lake Municipal', 'Eagle Lake', '29.60301389', '-96.32248444')
('South Arkansas Regional At Goodwin ', 'El Dorado', '33.2208625', '-92.81325167')
('Elim', 'Elim', '64.61400972', '-162.2700681')
('Elk City Municipal', 'Elk City', '35.42941083', '-99.39425917')
('Elmira/Corning Regional', 'Elmira', '42.15991361', '-76.89144333')
('Bowers ', 'Ellensburg', '47.03302778', '-120.5306944')
('Ely Municipal', 'Ely', '47.82454639', '-91.83073056')
('El Paso International', 'El Paso', '31.80666667', '-106.3778056')
('Elfin Cove SPB', 'Elfin Cove', '58.19518417', '-136.3473928')
('Ely Arpt (Yelland )', 'Ely', '39.29969444', '-114.8418889')
('Wellsville Muni Tarantine', 'Wellsville', '42.10951194', '-77.99194806')
('Kemmerer Municipal', 'Kemmerer', '41.82494611', '-110.5590586')
('Emporia Municipal', 'Emporia', '38.33211111', '-96.19116667')
('El Monte', 'El Monte', '34.08600889', '-118.0348453')
('Emporia-Greensville Regional', 'Emporia', '36.68691667', '-77.48280556')
('Kenai Municipal', 'Kenai', '60.572', '-151.2475278')
('Centralia Municipal', 'Centralia', '38.51479889', '-89.09217944')
('Emmonak', 'Emmonak', '62.78518639', '-164.4910461')
('Nenana Municipal', 'Nenana', '64.54898167', '-149.0735053')
('Wendover', 'Wendover', '40.71869528', '-114.03089')
('Kenosha Regional', 'Kenosha', '42.5957075', '-87.92780333')
('Keokuk Municipal', 'Keokuk', '40.45990778', '-91.42850111')
('Neosho Memorial', 'Neosho', '36.81080556', '-94.39169444')
('Ephrata Muni', 'Ephrata', '47.30758333', '-119.5158889')
('Eastport Municipal', 'Eastport', '44.91011111', '-67.01269444')
('Captain Jack Thomas', 'El Dorado', '37.77410833', '-96.81762778')
('Monroe', 'Monroe', '35.01884306', '-80.62023444')
('Erie Intl', 'Erie', '42.08202139', '-80.17621556')
('Kerrville Muni/Louis Schreiner ', 'Kerrville', '29.976735', '-99.08567972')
('Luce County Hale', 'Newberry', '46.31118694', '-85.45731639')
('Delta County', 'Escanaba', '45.72266972', '-87.09373139')
('Esler Regional', 'Alexandria', '31.3949025', '-92.29577194')
('Easton /Newnam ', 'Easton', '38.80416667', '-76.069')
('Estherville Municipal', 'Estherville', '43.40744444', '-94.74641667')
('West Bend Municipal', 'West Bend', '43.42219444', '-88.12792667')
('Edgecombe County', 'Tarboro', '35.93710083', '-77.54663833')
('Wheaton Municipal', 'Wheaton', '45.78046056', '-96.54353972')
('Eastland Municipal', 'Eastland', '32.41349167', '-98.80975667')
('Weedon ', 'Eufaula', '31.95131917', '-85.128925')
('Mahlon Sweet ', 'Eugene', '44.12326', '-123.2186856')
('Caldwell Industrial', 'Caldwell (Boise)', '43.64186111', '-116.6357778')
('New Smyrna Beach Municipal', 'New Smyrna Beach', '29.05580556', '-80.94836111')
('Eveleth-Virginia Muni', 'Eveleth', '47.42507778', '-92.49846944')
('Maryville Memorial', 'Maryville', '40.35260167', '-94.91552722')
('Evansville Regional', 'Evansville', '38.03799139', '-87.53062667')
('Evanston-Uinta County Burns ', 'Evanston', '41.27494528', '-111.0321286')
('Summit Airpark', 'Middletown', '39.52038889', '-75.72044444')
('New Bedford Municipal', 'New Bedford', '41.67614167', '-70.95694167')
('Newton-City-County', 'Newton', '38.05710528', '-97.27522861')
('Craven County Regional', 'New Bern', '35.07297222', '-77.04294444')
('Newark Intl', 'Newark', '40.69249722', '-74.16866056')
('Newtok', 'Newtok', '60.93865417', '-164.6412147')
('Excursion Inlet SPB', 'Excursion Inlet', '58.42049861', '-135.4490328')
('Davidson County', 'Lexington', '35.78114028', '-80.30378194')
('Eagle Creek Airpark', 'Indianapolis', '39.83070944', '-86.29438056')
('Key West International', 'Key West', '24.55611111', '-81.75955556')
('Kewanee Municipal', 'Kewanee', '41.20520361', '-89.96386')
('Eastman-Dodge County', 'Eastman', '32.21425', '-83.12802778')
('Cameron Memorial', 'Cameron', '39.72755972', '-94.276375')
('Jones ', 'Bonham', '33.61172222', '-96.17938889')
('Quanah Municipal', 'Quanah', '34.27708306', '-99.75926861')
('Vernon - Wilbarger County', 'Vernon', '34.22566806', '-99.28375')
